ID_NUM,GRADE_CDE,CRS_GPA
1720813,B-,2.70
1720813,B-,2.70
1720813,B-,2.70
1720813,A-,3.70
1720813,B-,2.70
1720813,C+,2.30
1720813,A-,3.70
1720813,A-,3.70
1720813,B+,3.30
1720813,A-,3.70
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720837,A,4.00
1720840,C+,2.30
1720840,B-,2.70
1720840,B+,3.30
1720840,A,4.00
1720840,C+,2.30
1720840,B+,3.30
1720840,A,4.00
1720840,C-,1.70
1720840,A-,3.70
1720840,A,4.00
1720850,C,2.00
1720850,A,4.00
1720850,C+,2.30
1720850,A,4.00
1720850,A-,3.70
1720850,F,0.00
1720850,B,3.00
1720850,F,0.00
1720850,C,2.00
1720850,C-,1.70
1720862,B,3.00
1720862,F,0.00
1720862,F,0.00
1720862,F,0.00
1720862,F,0.00
1720862,F,0.00
1720862,C,2.00
1720862,F,0.00
1720862,D-,0.70
1720862,B-,2.70
1720879,D-,0.70
1720879,F,0.00
1720879,F,0.00
1720879,F,0.00
1720879,B-,2.70
1720879,C,2.00
1720879,C-,1.70
1720879,B-,2.70
1720879,C-,1.70
1720888,F,0.00
1720888,B,3.00
1720888,F,0.00
1720888,F,0.00
1720888,C,2.00
1720888,F,0.00
1720888,C,2.00
1720888,F,0.00
1720893,A,4.00
1720893,A-,3.70
1720893,B,3.00
1720893,A,4.00
1720893,B-,2.70
1720893,A,4.00
1720893,B,3.00
1720893,A,4.00
1720893,B-,2.70
1720893,A,4.00
1720895,A,4.00
1720895,C-,1.70
1720895,A,4.00
1720895,A-,3.70
1720895,D+,1.30
1720895,B-,2.70
1720895,B+,3.30
1720895,A,4.00
1720895,B,3.00
1720895,B-,2.70
1720895,A,4.00
1720895,C+,2.30
1720937,B,3.00
1720937,B-,2.70
1720937,C,2.00
1720937,A-,3.70
1720937,C+,2.30
1720937,B+,3.30
1720937,B,3.00
1720937,C,2.00
1720937,A-,3.70
1720970,B+,3.30
1720970,B,3.00
1720970,B+,3.30
1720970,B-,2.70
1720970,A-,3.70
1720970,A,4.00
1720970,A,4.00
1720970,A-,3.70
1720970,A,4.00
1720970,A,4.00
1720970,A,4.00
1720970,A,4.00
1720976,F,0.00
1720976,F,0.00
1720976,B,3.00
1720976,B+,3.30
1720976,B,3.00
1720976,C-,1.70
1720976,A-,3.70
1720976,A-,3.70
1720976,C-,1.70
1720976,F,0.00
1721002,B,3.00
1721002,A,4.00
1721002,B+,3.30
1721002,A,4.00
1721002,B-,2.70
1721002,A,4.00
1721002,A,4.00
1721002,A,4.00
1721002,A,4.00
1721002,A-,3.70
1721002,A,4.00
1721002,A,4.00
1721007,D,1.00
1721007,B+,3.30
1721007,A,4.00
1721007,A-,3.70
1721007,C-,1.70
1721007,C,2.00
1721007,B,3.00
1721007,D+,1.30
1721007,B+,3.30
1721017,A-,3.70
1721017,D+,1.30
1721017,B-,2.70
1721017,A-,3.70
1721017,B+,3.30
1721017,B,3.00
1721017,B+,3.30
1721017,C-,1.70
1721017,B+,3.30
1721017,A-,3.70
1721017,A,4.00
1721038,A-,3.70
1721038,C+,2.30
1721038,A,4.00
1721038,A-,3.70
1721038,C,2.00
1721038,F,0.00
1721038,B-,2.70
1721038,A,4.00
1721038,A-,3.70
1721038,C+,2.30
1721038,C,2.00
1721041,C,2.00
1721041,B-,2.70
1721041,B-,2.70
1721041,A-,3.70
1721041,B+,3.30
1721041,C+,2.30
1721041,A,4.00
1721041,D,1.00
1721041,B+,3.30
1721041,C,2.00
1721041,B+,3.30
1721054,B-,2.70
1721054,C-,1.70
1721054,B,3.00
1721054,B-,2.70
1721054,A-,3.70
1721054,A,4.00
1721054,B-,2.70
1721054,B+,3.30
1721054,B-,2.70
1721054,A,4.00
1721054,A-,3.70
1721061,F,0.00
1721061,D,1.00
1721061,F,0.00
1721061,F,0.00
1721061,D,1.00
1721061,B+,3.30
1721061,B,3.00
1721061,F,0.00
1721061,F,0.00
1721061,F,0.00
1721088,B,3.00
1721088,A-,3.70
1721088,C,2.00
1721088,B+,3.30
1721088,B+,3.30
1721088,A,4.00
1721088,B-,2.70
1721088,A-,3.70
1721088,A,4.00
1721090,A,4.00
1721090,A,4.00
1721090,A,4.00
1721090,A-,3.70
1721090,A-,3.70
1721090,A,4.00
1721090,A,4.00
1721090,A,4.00
1721090,A,4.00
1721090,A-,3.70
1721090,B+,3.30
1721090,A,4.00
1721090,A,4.00
1721093,B+,3.30
1721093,A,4.00
1721093,B,3.00
1721093,C,2.00
1721093,A,4.00
1721093,A,4.00
1721093,C+,2.30
1721093,A,4.00
1721093,A,4.00
1721093,A-,3.70
1721094,D+,1.30
1721094,B+,3.30
1721094,F,0.00
1721094,A,4.00
1721094,C+,2.30
1721094,C+,2.30
1721094,A-,3.70
1721094,A-,3.70
1721094,A,4.00
1721094,B-,2.70
1721094,A,4.00
1721103,B,3.00
1721103,B+,3.30
1721103,A,4.00
1721103,C+,2.30
1721103,C+,2.30
1721103,C+,2.30
1721103,A-,3.70
1721103,C+,2.30
1721103,C-,1.70
1721103,B+,3.30
1721103,B+,3.30
1721103,B-,2.70
1721103,B+,3.30
1721103,C,2.00
1721119,B-,2.70
1721119,C,2.00
1721119,C,2.00
1721119,A,4.00
1721119,C,2.00
1721119,B+,3.30
1721119,B-,2.70
1721119,C,2.00
1721119,B-,2.70
1721119,B-,2.70
1721119,F,0.00
1721156,C,2.00
1721156,D,1.00
1721156,F,0.00
1721156,F,0.00
1721156,D,1.00
1721196,B,3.00
1721196,C,2.00
1721196,B+,3.30
1721196,A-,3.70
1721196,D-,0.70
1721196,B,3.00
1721196,B-,2.70
1721196,B,3.00
1721202,A-,3.70
1721202,C+,2.30
1721202,A,4.00
1721202,A,4.00
1721202,A-,3.70
1721202,B,3.00
1721202,A,4.00
1721202,A-,3.70
1721202,A,4.00
1721202,A-,3.70
1721202,C+,2.30
1721202,B-,2.70
1721204,A,4.00
1721204,A,4.00
1721204,B-,2.70
1721204,B+,3.30
1721204,A-,3.70
1721208,A-,3.70
1721208,A,4.00
1721208,A,4.00
1721208,A-,3.70
1721208,A,4.00
1721208,A,4.00
1721208,A,4.00
1721208,A-,3.70
1721208,B+,3.30
1721208,A,4.00
1721208,B+,3.30
1721228,A,4.00
1721228,B+,3.30
1721228,C-,1.70
1721228,C+,2.30
1721228,A,4.00
1721228,B,3.00
1721228,A-,3.70
1721228,B,3.00
1721228,A,4.00
1721229,C,2.00
1721229,C,2.00
1721229,D+,1.30
1721229,C,2.00
1721229,D+,1.30
1721229,B,3.00
1721229,C+,2.30
1721229,F,0.00
1721229,C-,1.70
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721237,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A-,3.70
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721242,A,4.00
1721257,C+,2.30
1721257,C,2.00
1721257,A,4.00
1721257,B-,2.70
1721257,A-,3.70
1721257,A-,3.70
1721257,C+,2.30
1721257,D,1.00
1721257,B-,2.70
1721257,A-,3.70
1721257,C,2.00
1721260,B+,3.30
1721260,B+,3.30
1721260,B-,2.70
1721260,C+,2.30
1721260,B-,2.70
1721260,B+,3.30
1721260,D-,0.70
1721260,C,2.00
1721260,D-,0.70
1721260,B,3.00
1721260,F,0.00
1721260,B+,3.30
1721266,A,4.00
1721266,A-,3.70
1721266,B-,2.70
1721266,D+,1.30
1721266,B+,3.30
1721266,A-,3.70
1721266,C+,2.30
1721266,A-,3.70
1721266,A-,3.70
1721266,A,4.00
1721266,C+,2.30
1721266,B-,2.70
1721269,A,4.00
1721269,A,4.00
1721269,A-,3.70
1721269,A,4.00
1721269,A,4.00
1721269,A,4.00
1721269,A,4.00
1721269,A,4.00
1721269,A,4.00
1721271,B,3.00
1721271,B+,3.30
1721271,B,3.00
1721271,C-,1.70
1721271,A-,3.70
1721271,B,3.00
1721271,C-,1.70
1721271,B,3.00
1721271,A,4.00
1721271,B-,2.70
1721271,B+,3.30
1721277,A,4.00
1721277,B,3.00
1721277,A-,3.70
1721277,A-,3.70
1721277,A,4.00
1721277,A,4.00
1721277,B-,2.70
1721277,A-,3.70
1721277,A-,3.70
1721277,A,4.00
1721277,A-,3.70
1721278,A,4.00
1721278,A,4.00
1721278,A,4.00
1721278,A,4.00
1721278,A,4.00
1721278,A,4.00
1721278,A,4.00
1721278,A,4.00
1721278,A-,3.70
1721280,C-,1.70
1721280,C,2.00
1721280,F,0.00
1721280,C+,2.30
1721280,F,0.00
1721280,C,2.00
1721280,C-,1.70
1721280,B,3.00
1721280,C,2.00
1721280,B-,2.70
1721280,C+,2.30
1721280,B+,3.30
1721691,F,0.00
1721691,F,0.00
1721691,A-,3.70
1721693,A,4.00
1721693,A-,3.70
1721693,A,4.00
1721693,B+,3.30
1721693,A,4.00
1721693,A,4.00
1721693,A,4.00
1721693,B,3.00
1721693,B+,3.30
1721695,A-,3.70
1721695,A,4.00
1721695,A,4.00
1721695,B+,3.30
1721695,B+,3.30
1721695,A,4.00
1721695,A,4.00
1721695,A-,3.70
1721695,A-,3.70
1721695,A,4.00
1721695,A-,3.70
1721699,A-,3.70
1721699,B-,2.70
1721699,F,0.00
1721699,F,0.00
1721699,C-,1.70
1721699,D,1.00
1721699,D-,0.70
1721699,C+,2.30
1721699,B,3.00
1721699,F,0.00
1721699,F,0.00
1721699,F,0.00
1721699,D,1.00
1721715,A,4.00
1721715,A,4.00
1721715,B,3.00
1721715,A,4.00
1721715,B+,3.30
1721715,B,3.00
1721715,A-,3.70
1721719,A,4.00
1721719,A,4.00
1721719,A,4.00
1721719,A-,3.70
1721719,A,4.00
1721719,B-,2.70
1721719,B,3.00
1721719,A,4.00
1721719,A,4.00
1721719,B+,3.30
1721723,A,4.00
1721723,A,4.00
1721723,B+,3.30
1721723,A,4.00
1721723,A,4.00
1721723,A,4.00
1721723,A-,3.70
1721723,A,4.00
1721723,A-,3.70
1721723,B,3.00
1721723,A,4.00
1721723,A,4.00
1721723,A-,3.70
1721726,B,3.00
1721726,A,4.00
1721726,A,4.00
1721726,A,4.00
1721726,A,4.00
1721726,A-,3.70
1721726,B+,3.30
1721726,A,4.00
1721726,A-,3.70
1721726,A,4.00
1721726,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,B,3.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721727,A,4.00
1721728,A,4.00
1721728,A,4.00
1721728,A,4.00
1721728,A,4.00
1721728,A,4.00
1721728,A-,3.70
1721728,A,4.00
1721728,A,4.00
1721728,A,4.00
1721728,A-,3.70
1721734,A,4.00
1721734,B,3.00
1721734,A-,3.70
1721734,A,4.00
1721734,A,4.00
1721734,A,4.00
1721734,A,4.00
1721734,A,4.00
1721734,A,4.00
1721734,A,4.00
1721734,A-,3.70
1721736,B-,2.70
1721736,A,4.00
1721736,C,2.00
1721736,B+,3.30
1721736,C,2.00
1721736,A-,3.70
1721736,A-,3.70
1721736,B,3.00
1721736,B,3.00
1721736,B+,3.30
1721736,B-,2.70
1721736,A,4.00
1721747,A,4.00
1721747,B,3.00
1721747,A,4.00
1721747,B,3.00
1721747,A,4.00
1721747,B,3.00
1721747,A-,3.70
1721747,A-,3.70
1721747,A,4.00
1721747,A-,3.70
1721747,A-,3.70
1721747,A-,3.70
1721751,A,4.00
1721751,A,4.00
1721751,A,4.00
1721751,A-,3.70
1721751,A,4.00
1721751,A,4.00
1721751,A,4.00
1721751,A,4.00
1721751,A-,3.70
1721751,A,4.00
1721751,A-,3.70
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721758,A-,3.70
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721758,A,4.00
1721764,F,0.00
1721764,F,0.00
1721764,F,0.00
1721764,B,3.00
1721764,F,0.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A-,3.70
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721774,A,4.00
1721782,B+,3.30
1721782,A,4.00
1721782,B-,2.70
1721782,A,4.00
1721782,A-,3.70
1721782,A,4.00
1721782,B,3.00
1721782,B-,2.70
1721782,A,4.00
1721782,B-,2.70
1721782,A,4.00
1721782,A,4.00
1721807,A,4.00
1721807,A,4.00
1721807,A,4.00
1721807,A,4.00
1721807,A,4.00
1721807,B+,3.30
1721807,B+,3.30
1721807,B,3.00
1721807,A,4.00
1721807,A,4.00
1721807,B,3.00
1721807,A,4.00
1721807,A,4.00
1721810,B+,3.30
1721810,A,4.00
1721810,B,3.00
1721810,B-,2.70
1721810,A-,3.70
1721810,A,4.00
1721810,B-,2.70
1721810,A-,3.70
1721810,C+,2.30
1721810,A-,3.70
1721810,B+,3.30
1721814,A-,3.70
1721814,C+,2.30
1721814,A,4.00
1721814,A,4.00
1721814,B+,3.30
1721814,B-,2.70
1721814,A,4.00
1721814,A,4.00
1721814,A,4.00
1721814,A,4.00
1721814,A,4.00
1721814,A,4.00
1721814,A,4.00
1721815,A,4.00
1721815,A,4.00
1721815,A,4.00
1721815,A,4.00
1721815,A,4.00
1721815,B+,3.30
1721815,A,4.00
1721815,A,4.00
1721815,A,4.00
1721815,A,4.00
1721815,B+,3.30
1721818,F,0.00
1721818,F,0.00
1721818,D-,0.70
1721818,C,2.00
1721818,D-,0.70
1721818,A-,3.70
1721818,F,0.00
1721818,A,4.00
1721818,F,0.00
1721818,A-,3.70
1721818,C+,2.30
1721818,D-,0.70
1721818,B+,3.30
1721821,B-,2.70
1721821,B,3.00
1721821,A-,3.70
1721821,B,3.00
1721821,A,4.00
1721821,B-,2.70
1721821,A,4.00
1721821,B+,3.30
1721821,A,4.00
1721821,A-,3.70
1721821,A,4.00
1721821,A,4.00
1721826,D-,0.70
1721826,D+,1.30
1721826,F,0.00
1721826,F,0.00
1721826,F,0.00
1721826,F,0.00
1721830,D-,0.70
1721840,B+,3.30
1721840,A,4.00
1721840,A,4.00
1721840,B+,3.30
1721840,A,4.00
1721840,A-,3.70
1721840,B+,3.30
1721840,A,4.00
1721840,A-,3.70
1721840,B+,3.30
1721840,B+,3.30
1721840,A,4.00
1721840,A,4.00
1721840,B,3.00
1721841,B+,3.30
1721841,A,4.00
1721841,A,4.00
1721841,C+,2.30
1721841,A,4.00
1721841,A,4.00
1721841,A,4.00
1721841,A,4.00
1721841,A,4.00
1721841,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721844,A,4.00
1721862,B-,2.70
1721862,D-,0.70
1721862,C-,1.70
1721862,B+,3.30
1721862,F,0.00
1721862,A-,3.70
1721862,B,3.00
1721862,C,2.00
1721862,B,3.00
1721862,A,4.00
1721862,B,3.00
1721866,B+,3.30
1721866,B+,3.30
1721866,A,4.00
1721866,A,4.00
1721866,B-,2.70
1721866,A,4.00
1721866,A-,3.70
1721866,A,4.00
1721866,B-,2.70
1721866,B-,2.70
1721866,A,4.00
1721866,A,4.00
1721875,C+,2.30
1721875,B,3.00
1721875,A,4.00
1721875,B,3.00
1721875,D,1.00
1721875,B+,3.30
1721875,D-,0.70
1721875,A,4.00
1721875,B,3.00
1721875,A,4.00
1721875,A-,3.70
1721875,C+,2.30
1721878,A-,3.70
1721878,A,4.00
1721878,A,4.00
1721878,A,4.00
1721878,A,4.00
1721878,A,4.00
1721878,A,4.00
1721878,A,4.00
1721878,A,4.00
1721878,B+,3.30
1721878,A,4.00
1721885,C-,1.70
1721902,A,4.00
1721902,B-,2.70
1721902,B,3.00
1721902,C+,2.30
1721902,C,2.00
1721902,B+,3.30
1721902,C+,2.30
1721902,B,3.00
1721902,A-,3.70
1721902,B-,2.70
1721902,A,4.00
1721905,A-,3.70
1721905,B,3.00
1721905,B,3.00
1721905,B,3.00
1721905,A-,3.70
1721905,A-,3.70
1721905,A-,3.70
1721905,C-,1.70
1721905,A,4.00
1721905,A,4.00
1721905,A,4.00
1721905,A,4.00
1721918,F,0.00
1721918,F,0.00
1721918,D-,0.70
1721918,F,0.00
1721918,A-,3.70
1721918,F,0.00
1721918,F,0.00
1721938,A-,3.70
1721938,B,3.00
1721938,B+,3.30
1721938,A,4.00
1721938,A,4.00
1721938,B+,3.30
1721938,A,4.00
1721938,A,4.00
1721938,A,4.00
1721938,A,4.00
1721938,A-,3.70
1721938,A,4.00
1721941,A,4.00
1721941,A,4.00
1721941,B,3.00
1721941,B,3.00
1721941,A,4.00
1721941,B-,2.70
1721941,B+,3.30
1721941,A,4.00
1721941,A,4.00
1721941,A-,3.70
1721944,A,4.00
1721944,A-,3.70
1721944,A-,3.70
1721944,A,4.00
1721944,C,2.00
1721944,C-,1.70
1721944,A,4.00
1721944,A,4.00
1721944,A,4.00
1721944,A,4.00
1721944,B-,2.70
1721944,A,4.00
1721944,A,4.00
1721946,A,4.00
1721946,A-,3.70
1721946,A-,3.70
1721946,A,4.00
1721946,A,4.00
1721946,A-,3.70
1721946,A,4.00
1721946,B,3.00
1721946,A,4.00
1721946,A-,3.70
1721946,A-,3.70
1721946,B-,2.70
1721962,A-,3.70
1721962,A,4.00
1721962,B,3.00
1721962,B+,3.30
1721962,A-,3.70
1721962,A-,3.70
1721962,A,4.00
1721962,B,3.00
1721962,B-,2.70
1721962,A-,3.70
1721977,B-,2.70
1721977,B,3.00
1721977,B+,3.30
1721977,B,3.00
1721977,B,3.00
1721977,A,4.00
1721977,C+,2.30
1721977,C+,2.30
1721977,A-,3.70
1721977,C+,2.30
1721977,B,3.00
1721978,A,4.00
1721978,B+,3.30
1721978,A-,3.70
1721978,B-,2.70
1721978,C+,2.30
1721981,A-,3.70
1721981,A-,3.70
1721981,B+,3.30
1721981,A-,3.70
1721981,A,4.00
1721981,B+,3.30
1721981,B,3.00
1721981,B+,3.30
1721981,B,3.00
1722017,B,3.00
1722017,A-,3.70
1722017,B+,3.30
1722017,A,4.00
1722017,A-,3.70
1722017,B+,3.30
1722017,A,4.00
1722017,B,3.00
1722017,A-,3.70
1722017,B,3.00
1722017,B+,3.30
1722021,A,4.00
1722021,A,4.00
1722021,A-,3.70
1722021,A,4.00
1722021,A,4.00
1722021,A-,3.70
1722021,A-,3.70
1722021,A,4.00
1722021,A,4.00
1722021,B,3.00
1722021,B,3.00
1722021,A-,3.70
1722021,A-,3.70
1722021,A,4.00
1722022,A,4.00
1722022,A-,3.70
1722022,A-,3.70
1722022,A,4.00
1722022,A,4.00
1722022,A,4.00
1722022,B,3.00
1722022,A-,3.70
1722022,A,4.00
1722022,A,4.00
1722022,A,4.00
1722024,C-,1.70
1722024,A,4.00
1722024,C+,2.30
1722024,B,3.00
1722024,B,3.00
1722024,C+,2.30
1722024,A,4.00
1722024,B,3.00
1722024,A,4.00
1722024,B-,2.70
1722024,B-,2.70
1722024,B-,2.70
1722041,A-,3.70
1722041,A-,3.70
1722041,A,4.00
1722041,A-,3.70
1722041,A,4.00
1722041,A,4.00
1722041,A-,3.70
1722041,A,4.00
1722041,A-,3.70
1722041,A,4.00
1722041,B+,3.30
1722042,A,4.00
1722042,A,4.00
1722042,A,4.00
1722042,B,3.00
1722042,B+,3.30
1722042,A,4.00
1722042,A,4.00
1722042,A,4.00
1722042,A,4.00
1722042,A,4.00
1722042,A,4.00
1722042,A,4.00
1722045,B,3.00
1722045,A,4.00
1722045,D,1.00
1722045,F,0.00
1722045,A,4.00
1722045,D,1.00
1722045,A,4.00
1722045,F,0.00
1722045,IN,0.00
1722053,A,4.00
1722053,A,4.00
1722053,A,4.00
1722053,A,4.00
1722053,A,4.00
1722053,B+,3.30
1722053,A,4.00
1722053,A-,3.70
1722053,A,4.00
1722057,B-,2.70
1722057,B-,2.70
1722057,B-,2.70
1722057,C-,1.70
1722057,B,3.00
1722057,A-,3.70
1722057,B,3.00
1722057,B+,3.30
1722057,B,3.00
1722057,B+,3.30
1722057,B-,2.70
1722057,A,4.00
1722073,A,4.00
1722073,A,4.00
1722073,A,4.00
1722073,A,4.00
1722073,A,4.00
1722073,A-,3.70
1722073,B,3.00
1722073,B,3.00
1722073,A,4.00
1722073,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722075,A,4.00
1722084,A,4.00
1722084,A-,3.70
1722084,A,4.00
1722084,A,4.00
1722084,A,4.00
1722084,B,3.00
1722084,A,4.00
1722084,A,4.00
1722084,A,4.00
1722084,B-,2.70
1722084,A,4.00
1722084,B+,3.30
1722084,A,4.00
1722094,D+,1.30
1722094,C,2.00
1722094,C,2.00
1722094,C,2.00
1722094,B,3.00
1722094,B+,3.30
1722094,A,4.00
1722094,C,2.00
1722094,A,4.00
1722094,C-,1.70
1722094,B-,2.70
1722094,A-,3.70
1722094,B,3.00
1722102,B+,3.30
1722102,A,4.00
1722102,A,4.00
1722102,A-,3.70
1722102,B+,3.30
1722102,A-,3.70
1722102,A,4.00
1722102,A,4.00
1722102,A,4.00
1722102,A,4.00
1722102,B-,2.70
1722102,A,4.00
1722102,A-,3.70
1722106,F,0.00
1722106,A,4.00
1722106,F,0.00
1722106,F,0.00
1722106,F,0.00
1722110,B-,2.70
1722110,B+,3.30
1722110,B+,3.30
1722110,F,0.00
1722110,F,0.00
1722110,B-,2.70
1722115,C+,2.30
1722115,F,0.00
1722115,C-,1.70
1722115,C,2.00
1722115,F,0.00
1722115,A,4.00
1722115,B-,2.70
1722115,B,3.00
1722115,C,2.00
1722131,A,4.00
1722131,B-,2.70
1722131,A,4.00
1722131,B-,2.70
1722131,A,4.00
1722131,A,4.00
1722131,A,4.00
1722147,F,0.00
1722147,B-,2.70
1722152,F,0.00
1722152,F,0.00
1722152,F,0.00
1722152,F,0.00
1722152,F,0.00
1722152,F,0.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722161,A,4.00
1722175,A,4.00
1722175,A,4.00
1722175,A-,3.70
1722175,B,3.00
1722175,C+,2.30
1722175,A,4.00
1722194,A,4.00
1722194,B+,3.30
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722194,A,4.00
1722197,C,2.00
1722197,C,2.00
1722197,C+,2.30
1722197,A-,3.70
1722197,C,2.00
1722197,B-,2.70
1722197,C,2.00
1722197,C+,2.30
1722197,A-,3.70
1722197,C-,1.70
1722201,F,0.00
1722201,F,0.00
1722201,F,0.00
1722212,F,0.00
1722212,F,0.00
1722212,F,0.00
1722212,F,0.00
1722216,B+,3.30
1722216,B,3.00
1722216,B-,2.70
1722216,B,3.00
1722216,A,4.00
1722216,A-,3.70
1722226,B+,3.30
1722226,B+,3.30
1722226,C,2.00
1722226,A,4.00
1722226,A-,3.70
1722226,IN,0.00
1722226,D,1.00
1722226,A-,3.70
1722226,F,0.00
1722226,C,2.00
1722226,F,0.00
1722226,F,0.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722230,A,4.00
1722236,B+,3.30
1722236,B,3.00
1722236,B+,3.30
1722236,B-,2.70
1722236,B-,2.70
1722236,C,2.00
1722276,A-,3.70
1722276,A,4.00
1722276,C,2.00
1722276,A,4.00
1722276,A,4.00
1722276,A,4.00
1722276,A-,3.70
1722276,B+,3.30
1722276,C,2.00
1722276,B,3.00
1722276,B,3.00
1722276,A,4.00
1722276,A,4.00
1722276,A-,3.70
1722276,B,3.00
1722276,B-,2.70
1722286,A,4.00
1722286,A,4.00
1722286,C-,1.70
1722286,A,4.00
1722286,A,4.00
1722286,B+,3.30
1722286,A,4.00
1722286,B,3.00
1722286,A-,3.70
1722286,B+,3.30
1722286,A,4.00
1722286,A-,3.70
1722286,A,4.00
1722286,B,3.00
